datetime,open,high,low,close,volume,openinterest
2023-01-01,100.638258723288,102.78979381445352,99.50527682383283,101.1645078192206,3812,0
2023-01-02,99.73614306334268,100.49829094507264,97.0004236196383,99.77152342551136,6576,0
2023-01-03,101.58308095785117,101.11302882149904,98.69701247384889,101.00455065692832,5363,0
2023-01-04,97.56182576901982,101.74521378503962,98.57342882872187,99.17807811920245,3107,0
2023-01-05,98.25926893822795,98.87571366593312,95.56072033204532,97.9544220558566,2988,0
2023-01-06,99.66146032582536,102.13454835976825,93.94704637159234,97.74718376908407,5153,0
2023-01-07,97.53902505425478,100.24826517362631,92.8757892639875,96.75599019467177,3487,0
2023-01-08,97.89032514483245,99.70887447170581,93.14185316211987,96.21814795524959,7477,0
2023-01-09,99.33822571245116,102.24720921414898,95.82446986130546,97.53310646901936,6514,0
2023-01-10,98.30246760089337,97.83397990505965,92.09161925372936,96.62543104838167,6882,0
2023-01-11,96.41913885305745,95.85347584174029,93.04720685856488,94.84397425701022,8381,0
2023-01-12,94.85012918479943,98.2100500928059,91.87614513072448,96.1727277512865,5000,0
2023-01-13,95.2333630730779,98.3026647279971,93.64031060338063,95.35199984166623,6536,0
2023-01-14,97.47466027271629,97.0147203935524,91.78347676048118,96.16314946780213,7330,0
2023-01-15,96.87224734142586,97.16800458234756,91.89506573828834,95.14903913239333,5584,0
2023-01-16,96.3196273700311,95.89807895262356,92.42675906687644,95.239317095043,4641,0
2023-01-17,93.43583159197848,95.24685791425894,93.19213180442271,94.8595816700358,6266,0
2023-01-18,93.89392002018762,96.05417874551765,93.78218916582081,95.08909021239658,4601,0
2023-01-19,96.48361432855334,95.89950100951776,91.68823496556348,95.15850080409002,8530,0
2023-01-20,93.3936367837126,97.39443485630242,92.64613753591249,94.05365822612114,4317,0
2023-01-21,92.42801309500074,95.77036153782872,89.29102058707474,93.17369151442543,1303,0
2023-01-22,94.20157049474118,97.45356312834834,88.97004279329326,93.42149256405864,4634,0
2023-01-23,93.26979145332109,96.56230228738106,91.29035641958274,93.39905089138179,7050,0
2023-01-24,94.27586052374411,96.09708485922322,89.18123560733362,92.6051575640465,8907,0
2023-01-25,91.22631183208597,93.96203429779989,88.56207344641385,91.53806136359765,1697,0
2023-01-26,93.26394116177957,95.5067476963945,89.53305689278524,91.95529785757661,5645,0
2023-01-27,91.89949985911487,94.042657729289,90.9520136131801,92.00699757401469,8898,0
2023-01-28,90.77241036256756,94.94020889207019,87.67979905703193,91.98431887674207,6513,0
2023-01-29,89.24682429358853,90.84309071785576,90.16026797834152,90.70769240924068,5927,0
2023-01-30,91.34230921913209,91.99525140889442,89.90193047066177,90.70479306826866,6073,0
2023-01-31,93.79459530991682,93.49970767596446,88.87864349030448,92.44732649803747,9169,0
2023-02-01,91.88627695969495,92.55036352637086,88.2175699259307,91.53810491065869,6461,0
2023-02-02,91.500420990259,92.14527410945637,88.75540236820342,89.93065458424859,4787,0
2023-02-03,88.42352524957039,91.91772896145692,85.1274172894286,88.07620121337096,9205,0
2023-02-04,89.98955551177248,92.34402943825965,85.1276391054149,89.32758239037851,5172,0
2023-02-05,90.06619857567999,89.7473399293159,86.58233907538308,88.52727074297833,7463,0
2023-02-06,88.50883103312786,91.17439898317824,88.65039764017438,88.80424037828607,1830,0
2023-02-07,89.30403413175318,89.85187137861953,86.94745592395681,88.40268063067984,9959,0
2023-02-08,89.30285566583393,90.66858800208158,86.95381004133098,89.19270063018448,4702,0
2023-02-09,89.80304464987726,91.24873653064475,86.34489928990823,89.38269363607003,5479,0
2023-02-10,88.47525628150846,89.23525632426855,84.54181662778866,87.4300227947013,7967,0
2023-02-11,86.6920941444466,88.98200482580137,84.45178494625748,85.75042184448681,4617,0
2023-02-12,86.64156455868533,89.18394422168764,81.94615554651709,85.38664926695957,6345,0
2023-02-13,85.84169631579162,87.37760886436409,86.331314176239,87.19995959229871,2319,0
2023-02-14,85.09807713089202,86.7258196204702,81.67040603831965,85.6869615494319,5607,0
2023-02-15,86.76854557762633,90.66880049384831,84.06132451548235,87.31631594161895,9934,0
2023-02-16,86.37455370876073,87.1167781829826,84.9866262165682,86.90585730715178,2160,0
2023-02-17,89.50044961054353,90.74654183572389,87.25550446538463,87.91522734625394,7591,0
2023-02-18,87.09107559938224,90.87675206765125,86.7530039683458,87.90524963351132,1738,0
2023-02-19,87.99350477433563,88.96546524622575,85.19549807765594,88.47584648652071,5758,0
2023-02-20,89.50516582332224,91.66422328473092,84.79210617943217,88.19833826220007,7380,0
2023-02-21,85.29698093092014,89.86590212929745,83.44792962024194,86.88121774689641,3765,0
2023-02-22,89.2932207223038,91.19858261908783,84.28312196790091,88.53263205243225,6928,0
2023-02-23,88.1487686160911,88.57391832222162,84.80257290222865,87.31986836852622,3844,0
2023-02-24,87.62623366473841,90.29854095687385,84.83466157440712,88.89129642522568,1053,0
2023-02-25,87.52760867909583,90.74440292934062,87.74480962376562,87.83336252753055,9343,0
2023-02-26,88.1087777253457,91.26113085980168,85.29083611332263,89.44246434111491,6059,0
2023-02-27,88.46824817214488,90.80666308801479,87.6794459717776,89.08541151533058,9750,0
2023-02-28,91.62776348059484,91.60499843480765,90.58637848085289,91.06837573642336,1842,0
2023-03-01,92.86465079659605,95.34107875465378,87.50054872260144,91.61764476079715,1051,0
2023-03-02,92.91634076443401,92.9827052966008,88.620695236361,91.53746369579217,1631,0
2023-03-03,92.8853383248399,92.74816823305513,89.64106767136136,91.73628809545919,6632,0
2023-03-04,91.34806710811515,93.22659999613137,88.27944295056416,91.69116835748552,9518,0
2023-03-05,94.87000163185573,93.30659730915474,89.09527391977304,93.25406573869594,3232,0
2023-03-06,95.81594700122118,95.58167011261814,91.15692644082668,94.77797434260032,4033,0
